2022-05-31|2022-06-09 01:29:28|MEX|BCBS|GI Risk Data|SEC|0100600100|6|4|RESUMEN_SECTOR|VAR_YTD|100.0|39|39|Monthly|80.00|120.0|VAR_YTD|100.0|4383122599300.79|4383122599300.79
2022-05-31|2022-06-09 01:29:28|MEX|BCBS|GI Risk Data|SEC|0101100200|3|1|RESUMEN_SECTOR|USO|100.0|39|39|Monthly|100.0|100.0||100.0|39.00|39.00
2022-05-31|2022-06-09 01:29:28|MEX|BCBS|GI Risk Data|SEC|0101100100|6|2|RESUMEN_SECTOR|USO|100.0|39|39|Monthly|50.00|150.0||100.0|39.00|39.00
2022-05-31|2022-06-09 01:29:28|MEX|BCBS|GI Risk Data|SEC|0100900100|3|1|LIMITES_AA|RFG|100.0|39|39|Monthly|100.0|100.0||100.0|39.00|39.00
2022-05-31|2022-06-09 01:29:28|MEX|BCBS|GI Risk Data|SEC|0100700200|4|3|LIMITES_AA|Limite / PR Vigente|100.0|39|39|Monthly|90.00|100.0|Limite / PR Vigente|100.0|4900035000000.00|4900035000000.00
2022-05-31|2022-06-09 01:29:28|MEX|BCBS|GI Risk Data|CON|0300600100|6|6|IFRS9_MAYORISTA|EAD Lending|88.24|322328|365284|Monthly|80.00|100.0|EAD Lending|94.71|552320277270.16|583171268939.25
2022-05-31|2022-06-09 01:29:28|MEX|BCBS|GI Risk Data|CON|0300600200|6|4|IFRS9_MAYORISTA|EAD Lending|95.45|348893|365507|Monthly|80.00|100.0|EAD Lending|95.05|556996082916.26|585981676247.12
2022-05-31|2022-06-09 01:29:28|MEX|BCBS|GI Risk Data|CON|0301500100|3|1|limites_aa|NC Alert|100.0|3|3|monthly|100.0|100.0|NC Alert|100.0|3.00|3.00
2022-05-31|2022-06-09 01:29:28|MEX|BCBS|GI Risk Data|CON|0302000100|3|1|limites_aa|Management Limits|100.0|25|25|monthly|100.0|100.0|Management Limits|100.0|25.00|25.00
2022-05-31|2022-06-09 01:29:28|MEX|BCBS|GI Risk Data|CON|0302100100|3|1|limites_aa|Limite RAF|100.0|22|22|monthly|100.0|100.0|Limite RAF|100.0|22.00|22.00
2022-05-31|2022-06-09 01:29:28|MEX|BCBS|GI Risk Data|CON|0302200100|3|1|limites_aa|Reporting Threshold|100.0|3|3|monthly|100.0|100.0|Reporting Threshold|100.0|3.00|3.00
2022-05-31|2022-06-09 01:29:28|MEX|BCBS|GI Risk Data|CON|0300900100|3|1|IFRS9_MAYORISTA|Indice de concentracion Sectorial (ICS)|100.0|1|1|Monthly|100.0|100.0|Indice de concentracion Sectorial (ICS)|100.0|1.00|1.00
2022-05-31|2022-06-09 01:29:28|MEX|BCBS|GI Risk Data|CON|0301000100|3|1|IFRS9_MAYORISTA|Indice de concentracion individual (ICI)|100.0|1|1|Monthly|100.0|100.0|Indice de concentracion individual (ICI)|100.0|1.00|1.00
2022-05-31|2022-06-09 01:29:28|MEX|BCBS|GI Risk Data|CON|0301900100|3|1|IFRS9_MAYORISTA|Top20 EAD|100.0|1|1|Monthly|100.0|100.0|Top20 EAD|100.0|1.00|1.00
2022-05-31|2022-06-09 01:29:28|MEX|BCBS|GI Risk Data|CON|0300900200|6|4|IFRS9_MAYORISTA|Indice de concentracion Sectorial (ICS)|100.0|1|1|Monthly|90.00|100.0|Indice de concentracion Sectorial (ICS)|100.0|10.55|10.55
2022-05-31|2022-06-09 01:29:28|MEX|BCBS|GI Risk Data|CON|0301000200|6|4|IFRS9_MAYORISTA|Indice de concentracion individual (ICI)|100.0|1|1|Monthly|90.00|100.0|Indice de concentracion individual (ICI)|100.0|599.83|599.83
2022-05-31|2022-06-09 01:29:28|MEX|BCBS|GI Risk Data|CON|0301900200|6|4|IFRS9_MAYORISTA|Top20 EAD|100.0|1|1|Monthly|90.00|100.0|Top20 EAD|100.0|174350375445.05|174350375445.05
